Conflict ID,Person ID,Activity 1,Activity 2,Location 1,Location 2,Start Time 1,End Time 1,Start Time 2,End Time 2,Overlap Start,Overlap End,Overlap Duration (minutes),Conflict Type,Severity
528,P007,Code Review,Tech Sharing,Office Area 2,Remote,2025-10-29 13:30,2025-10-29 14:00,2025-10-29 13:00,2025-10-29 13:45,2025-10-29 13:30,2025-10-29 13:45,15.00,partial_overlap,Medium
529,P007,One-on-One,Tech Sharing,Break Room,Training Room,2025-10-30 08:30,2025-10-30 09:15,2025-10-30 08:30,2025-10-30 09:15,2025-10-30 08:30,2025-10-30 09:15,45.00,containment,Medium
530,P007,One-on-One,Product Demo,Break Room,Client Reception,2025-10-30 08:30,2025-10-30 09:15,2025-10-30 08:40,2025-10-30 09:26,2025-10-30 08:40,2025-10-30 09:15,35.00,partial_overlap,Medium
531,P007,One-on-One,Code Review,Break Room,Online Meeting,2025-10-30 08:30,2025-10-30 09:15,2025-10-30 08:55,2025-10-30 09:14,2025-10-30 08:55,2025-10-30 09:14,19.00,containment,Medium
532,P007,Operations Check,Product Demo,Remote,R&D Center,2025-10-28 11:00,2025-10-28 11:45,2025-10-28 10:45,2025-10-28 11:15,2025-10-28 11:00,2025-10-28 11:15,15.00,partial_overlap,Medium
533,P007,Tech Sharing,Product Demo,Training Room,Client Reception,2025-10-30 08:30,2025-10-30 09:15,2025-10-30 08:40,2025-10-30 09:26,2025-10-30 08:40,2025-10-30 09:15,35.00,partial_overlap,Medium
534,P007,Tech Sharing,Code Review,Training Room,Online Meeting,2025-10-30 08:30,2025-10-30 09:15,2025-10-30 08:55,2025-10-30 09:14,2025-10-30 08:55,2025-10-30 09:14,19.00,containment,Medium
535,P007,Code Review,Team Building,Conference Room B,Client Reception,2025-11-01 10:30,2025-11-01 10:45,2025-11-01 10:15,2025-11-01 11:45,2025-11-01 10:30,2025-11-01 10:45,15.00,containment,Medium
536,P007,Team Building,Code Review,Product Showcase,Break Room,2025-11-01 11:30,2025-11-01 12:00,2025-11-01 11:55,2025-11-01 12:42,2025-11-01 11:55,2025-11-01 12:00,5.00,partial_overlap,Low
537,P007,Team Building,Team Building,Product Showcase,Client Reception,2025-11-01 11:30,2025-11-01 12:00,2025-11-01 10:15,2025-11-01 11:45,2025-11-01 11:30,2025-11-01 11:45,15.00,partial_overlap,Medium
538,P007,Product Demo,Code Review,Client Reception,Online Meeting,2025-10-30 08:40,2025-10-30 09:26,2025-10-30 08:55,2025-10-30 09:14,2025-10-30 08:55,2025-10-30 09:14,19.00,containment,Medium
539,P007,Tech Sharing,Product Demo,Product Showcase,Conference Room B,2025-11-02 08:15,2025-11-02 09:45,2025-11-02 08:41,2025-11-02 09:15,2025-11-02 08:41,2025-11-02 09:15,34.00,containment,Medium
540,P007,Team Building,Project Discussion,Demo Hall,Conference Room B,2025-11-04 17:30,2025-11-04 18:00,2025-11-04 17:00,2025-11-04 17:45,2025-11-04 17:30,2025-11-04 17:45,15.00,partial_overlap,Medium
541,P007,Team Building,Code Review,Demo Hall,Conference Room B,2025-11-04 17:30,2025-11-04 18:00,2025-11-04 17:00,2025-11-04 17:45,2025-11-04 17:30,2025-11-04 17:45,15.00,partial_overlap,Medium
542,P007,Team Building,Project Discussion,Demo Hall,Break Room,2025-11-04 17:30,2025-11-04 18:00,2025-11-04 17:07,2025-11-04 17:47,2025-11-04 17:30,2025-11-04 17:47,17.00,partial_overlap,Medium
543,P007,Team Building,Client Visit,Demo Hall,R&D Center,2025-11-04 17:30,2025-11-04 18:00,2025-11-04 17:07,2025-11-04 17:36,2025-11-04 17:30,2025-11-04 17:36,6.00,partial_overlap,Low
544,P007,Team Building,Product Demo,Demo Hall,Conference Room B,2025-11-04 17:30,2025-11-04 18:00,2025-11-04 17:29,2025-11-04 17:48,2025-11-04 17:30,2025-11-04 17:48,18.00,partial_overlap,Medium
545,P007,Project Discussion,Code Review,Conference Room B,Conference Room B,2025-11-04 17:00,2025-11-04 17:45,2025-11-04 17:00,2025-11-04 17:45,2025-11-04 17:00,2025-11-04 17:45,45.00,containment,Medium
546,P007,Project Discussion,Project Discussion,Conference Room B,Break Room,2025-11-04 17:00,2025-11-04 17:45,2025-11-04 17:07,2025-11-04 17:47,2025-11-04 17:07,2025-11-04 17:45,38.00,partial_overlap,Medium
547,P007,Project Discussion,Client Visit,Conference Room B,R&D Center,2025-11-04 17:00,2025-11-04 17:45,2025-11-04 17:07,2025-11-04 17:36,2025-11-04 17:07,2025-11-04 17:36,29.00,containment,Medium
548,P007,Project Discussion,Product Demo,Conference Room B,Conference Room B,2025-11-04 17:00,2025-11-04 17:45,2025-11-04 17:29,2025-11-04 17:48,2025-11-04 17:29,2025-11-04 17:45,16.00,partial_overlap,Medium
549,P007,Brainstorming,Project Discussion,Training Room,Test Lab,2025-11-08 10:30,2025-11-08 11:15,2025-11-08 10:45,2025-11-08 11:45,2025-11-08 10:45,2025-11-08 11:15,30.00,partial_overlap,Medium
550,P007,Brainstorming,Requirements Analysis,Office Area 2,Remote,2025-11-08 16:45,2025-11-08 17:30,2025-11-08 16:00,2025-11-08 17:00,2025-11-08 16:45,2025-11-08 17:00,15.00,partial_overlap,Medium
551,P007,Code Review,Project Discussion,Conference Room B,Break Room,2025-11-04 17:00,2025-11-04 17:45,2025-11-04 17:07,2025-11-04 17:47,2025-11-04 17:07,2025-11-04 17:45,38.00,partial_overlap,Medium
552,P007,Code Review,Client Visit,Conference Room B,R&D Center,2025-11-04 17:00,2025-11-04 17:45,2025-11-04 17:07,2025-11-04 17:36,2025-11-04 17:07,2025-11-04 17:36,29.00,containment,Medium
553,P007,Code Review,Product Demo,Conference Room B,Conference Room B,2025-11-04 17:00,2025-11-04 17:45,2025-11-04 17:29,2025-11-04 17:48,2025-11-04 17:29,2025-11-04 17:45,16.00,partial_overlap,Medium
554,P007,Project Discussion,Design Review,Test Lab,R&D Center,2025-11-08 10:45,2025-11-08 11:45,2025-11-08 11:15,2025-11-08 11:33,2025-11-08 11:15,2025-11-08 11:33,18.00,containment,Medium
555,P007,Deployment,Tech Sharing,Demo Hall,Client Reception,2025-11-10 12:00,2025-11-10 12:30,2025-11-10 12:15,2025-11-10 12:45,2025-11-10 12:15,2025-11-10 12:30,15.00,partial_overlap,Medium
556,P007,Requirements Analysis,Training,Conference Room A,Conference Room A,2025-11-14 18:30,2025-11-14 19:00,2025-11-14 18:30,2025-11-14 19:00,2025-11-14 18:30,2025-11-14 19:00,30.00,containment,Medium
557,P007,Tech Sharing,Design Review,Office Area 1,Office Area 2,2025-11-13 08:30,2025-11-13 09:30,2025-11-13 08:15,2025-11-13 09:15,2025-11-13 08:30,2025-11-13 09:15,45.00,partial_overlap,Medium
558,P007,Tech Sharing,Code Review,Online Meeting,Office Area 1,2025-11-10 17:15,2025-11-10 17:45,2025-11-10 17:15,2025-11-10 18:00,2025-11-10 17:15,2025-11-10 17:45,30.00,containment,Medium
559,P007,Product Demo,Team Building,Conference Room C,Online Meeting,2025-11-17 13:30,2025-11-17 14:15,2025-11-17 13:27,2025-11-17 14:26,2025-11-17 13:30,2025-11-17 14:15,45.00,containment,Medium
560,P007,Brainstorming,Meeting,Break Room,Demo Hall,2025-11-17 10:45,2025-11-17 11:45,2025-11-17 10:45,2025-11-17 11:30,2025-11-17 10:45,2025-11-17 11:30,45.00,containment,Medium
561,P007,Brainstorming,Tech Sharing,Break Room,Office Area 2,2025-11-17 10:45,2025-11-17 11:45,2025-11-17 10:45,2025-11-17 11:00,2025-11-17 10:45,2025-11-17 11:00,15.00,containment,Medium
562,P007,Project Discussion,Client Visit,Break Room,R&D Center,2025-11-04 17:07,2025-11-04 17:47,2025-11-04 17:07,2025-11-04 17:36,2025-11-04 17:07,2025-11-04 17:36,29.00,containment,Medium
563,P007,Project Discussion,Product Demo,Break Room,Conference Room B,2025-11-04 17:07,2025-11-04 17:47,2025-11-04 17:29,2025-11-04 17:48,2025-11-04 17:29,2025-11-04 17:47,18.00,partial_overlap,Medium
564,P007,Client Visit,Product Demo,R&D Center,Conference Room B,2025-11-04 17:07,2025-11-04 17:36,2025-11-04 17:29,2025-11-04 17:48,2025-11-04 17:29,2025-11-04 17:36,7.00,partial_overlap,Low
565,P007,Training,Design Review,Office Area 2,Office Area 2,2025-11-13 16:30,2025-11-13 17:15,2025-11-13 16:58,2025-11-13 17:44,2025-11-13 16:58,2025-11-13 17:15,17.00,partial_overlap,Medium
566,P007,Training,Design Review,Office Area 2,Office Area 1,2025-11-13 16:30,2025-11-13 17:15,2025-11-13 16:36,2025-11-13 17:32,2025-11-13 16:36,2025-11-13 17:15,39.00,partial_overlap,Medium
567,P007,Project Discussion,Deployment,Office Area 2,Break Room,2025-11-18 16:30,2025-11-18 17:15,2025-11-18 16:30,2025-11-18 17:15,2025-11-18 16:30,2025-11-18 17:15,45.00,containment,Medium
568,P007,Testing Acceptance,Meeting,Training Room,Conference Room B,2025-11-18 15:45,2025-11-18 16:30,2025-11-18 16:00,2025-11-18 16:30,2025-11-18 16:00,2025-11-18 16:30,30.00,containment,Medium
569,P007,Training,Brainstorming,Office Area 2,R&D Center,2025-11-21 09:15,2025-11-21 09:30,2025-11-21 09:15,2025-11-21 09:30,2025-11-21 09:15,2025-11-21 09:30,15.00,containment,Medium
570,P007,Operations Check,Team Building,Conference Room A,Online Meeting,2025-11-17 13:00,2025-11-17 13:30,2025-11-17 13:27,2025-11-17 14:26,2025-11-17 13:27,2025-11-17 13:30,3.00,partial_overlap,Low
571,P007,One-on-One,Operations Check,Online Meeting,Online Meeting,2025-11-21 17:00,2025-11-21 17:30,2025-11-21 17:08,2025-11-21 17:25,2025-11-21 17:08,2025-11-21 17:25,17.00,containment,Medium
572,P007,Meeting,Tech Sharing,Demo Hall,Office Area 2,2025-11-17 10:45,2025-11-17 11:30,2025-11-17 10:45,2025-11-17 11:00,2025-11-17 10:45,2025-11-17 11:00,15.00,containment,Medium
573,P007,Code Review,Team Building,Conference Room A,Break Room,2025-11-20 09:00,2025-11-20 09:45,2025-11-20 08:30,2025-11-20 09:15,2025-11-20 09:00,2025-11-20 09:15,15.00,partial_overlap,Medium
574,P007,Brainstorming,Project Discussion,Remote,Client Reception,2025-11-16 18:15,2025-11-16 19:00,2025-11-16 18:15,2025-11-16 18:30,2025-11-16 18:15,2025-11-16 18:30,15.00,containment,Medium
575,P007,Brainstorming,Team Building,Remote,Test Lab,2025-11-16 18:15,2025-11-16 19:00,2025-11-16 18:31,2025-11-16 19:21,2025-11-16 18:31,2025-11-16 19:00,29.00,partial_overlap,Medium
576,P007,Brainstorming,Project Discussion,Online Meeting,Demo Hall,2025-11-16 12:00,2025-11-16 12:45,2025-11-16 12:30,2025-11-16 13:15,2025-11-16 12:30,2025-11-16 12:45,15.00,partial_overlap,Medium
577,P007,Product Demo,Deployment,Conference Room B,Break Room,2025-11-23 10:30,2025-11-23 10:45,2025-11-23 10:00,2025-11-23 10:45,2025-11-23 10:30,2025-11-23 10:45,15.00,containment,Medium
578,P007,Product Demo,Client Visit,Conference Room B,Conference Room B,2025-11-23 10:30,2025-11-23 10:45,2025-11-23 10:23,2025-11-23 10:50,2025-11-23 10:30,2025-11-23 10:45,15.00,containment,Medium
579,P007,Deployment,Client Visit,Break Room,Conference Room B,2025-11-23 10:00,2025-11-23 10:45,2025-11-23 10:23,2025-11-23 10:50,2025-11-23 10:23,2025-11-23 10:45,22.00,partial_overlap,Medium
580,P007,Meeting,Training,Online Meeting,Break Room,2025-11-23 11:45,2025-11-23 12:00,2025-11-23 11:30,2025-11-23 12:15,2025-11-23 11:45,2025-11-23 12:00,15.00,containment,Medium
581,P007,Design Review,Design Review,Office Area 2,Office Area 1,2025-11-13 16:58,2025-11-13 17:44,2025-11-13 16:36,2025-11-13 17:32,2025-11-13 16:58,2025-11-13 17:32,34.00,partial_overlap,Medium
582,P008,Operations Check,Code Review,Demo Hall,Conference Room C,2025-10-03 18:45,2025-10-03 19:30,2025-10-03 18:56,2025-10-03 19:14,2025-10-03 18:56,2025-10-03 19:14,18.00,containment,Medium
583,P008,Design Review,Project Discussion,Conference Room B,Client Reception,2025-10-07 10:00,2025-10-07 11:00,2025-10-07 10:28,2025-10-07 11:10,2025-10-07 10:28,2025-10-07 11:00,32.00,partial_overlap,Medium
584,P008,Training,Brainstorming,Product Showcase,Conference Room B,2025-10-13 17:45,2025-10-13 18:30,2025-10-13 17:15,2025-10-13 18:15,2025-10-13 17:45,2025-10-13 18:15,30.00,partial_overlap,Medium
585,P008,Testing Acceptance,Product Demo,Demo Hall,Test Lab,2025-10-09 16:30,2025-10-09 17:15,2025-10-09 16:54,2025-10-09 17:44,2025-10-09 16:54,2025-10-09 17:15,21.00,partial_overlap,Medium
586,P008,Meeting,Requirements Analysis,Client Reception,Conference Room B,2025-10-14 16:15,2025-10-14 17:00,2025-10-14 16:23,2025-10-14 16:43,2025-10-14 16:23,2025-10-14 16:43,20.00,containment,Medium
587,P008,Client Visit,Testing Acceptance,Remote,Online Meeting,2025-10-16 13:30,2025-10-16 14:00,2025-10-16 13:30,2025-10-16 14:15,2025-10-16 13:30,2025-10-16 14:00,30.00,containment,Medium
588,P008,Client Visit,Code Review,Remote,Cafe,2025-10-16 13:30,2025-10-16 14:00,2025-10-16 13:45,2025-10-16 14:30,2025-10-16 13:45,2025-10-16 14:00,15.00,partial_overlap,Medium
589,P008,Deployment,Client Visit,Conference Room B,Conference Room B,2025-10-16 15:45,2025-10-16 16:15,2025-10-16 15:58,2025-10-16 16:38,2025-10-16 15:58,2025-10-16 16:15,17.00,partial_overlap,Medium
590,P008,Product Demo,Product Demo,Demo Hall,Office Area 1,2025-10-20 08:00,2025-10-20 08:45,2025-10-20 08:15,2025-10-20 09:15,2025-10-20 08:15,2025-10-20 08:45,30.00,partial_overlap,Medium
591,P008,Testing Acceptance,Code Review,Online Meeting,Cafe,2025-10-16 13:30,2025-10-16 14:15,2025-10-16 13:45,2025-10-16 14:30,2025-10-16 13:45,2025-10-16 14:15,30.00,partial_overlap,Medium
592,P008,Operations Check,Product Demo,Client Reception,Remote,2025-10-22 16:15,2025-10-22 17:00,2025-10-22 16:45,2025-10-22 17:15,2025-10-22 16:45,2025-10-22 17:00,15.00,partial_overlap,Medium
593,P008,Design Review,Deployment,Conference Room B,Product Showcase,2025-10-23 10:45,2025-10-23 11:30,2025-10-23 11:00,2025-10-23 11:30,2025-10-23 11:00,2025-10-23 11:30,30.00,containment,Medium
594,P008,Design Review,Operations Check,Conference Room B,Cafe,2025-10-23 10:45,2025-10-23 11:30,2025-10-23 11:00,2025-10-23 11:30,2025-10-23 11:00,2025-10-23 11:30,30.00,containment,Medium
595,P008,Design Review,Deployment,Conference Room B,Product Showcase,2025-10-23 10:45,2025-10-23 11:30,2025-10-23 11:22,2025-10-23 11:52,2025-10-23 11:22,2025-10-23 11:30,8.00,partial_overlap,Low
596,P008,Project Discussion,Requirements Analysis,Demo Hall,Cafe,2025-10-25 09:30,2025-10-25 10:15,2025-10-25 09:42,2025-10-25 10:27,2025-10-25 09:42,2025-10-25 10:15,33.00,partial_overlap,Medium
597,P008,Project Discussion,Testing Acceptance,Demo Hall,Conference Room A,2025-10-25 09:30,2025-10-25 10:15,2025-10-25 10:01,2025-10-25 10:43,2025-10-25 10:01,2025-10-25 10:15,14.00,partial_overlap,Low
598,P008,Meeting,Team Building,Break Room,Remote,2025-10-28 15:30,2025-10-28 16:15,2025-10-28 15:44,2025-10-28 16:08,2025-10-28 15:44,2025-10-28 16:08,24.00,containment,Medium
599,P008,Deployment,Operations Check,Product Showcase,Cafe,2025-10-23 11:00,2025-10-23 11:30,2025-10-23 11:00,2025-10-23 11:30,2025-10-23 11:00,2025-10-23 11:30,30.00,containment,Medium
600,P008,Deployment,Deployment,Product Showcase,Product Showcase,2025-10-23 11:00,2025-10-23 11:30,2025-10-23 11:22,2025-10-23 11:52,2025-10-23 11:22,2025-10-23 11:30,8.00,partial_overlap,Low
601,P008,Project Discussion,Brainstorming,Online Meeting,Office Area 1,2025-10-22 14:00,2025-10-22 14:15,2025-10-22 14:10,2025-10-22 14:29,2025-10-22 14:10,2025-10-22 14:15,5.00,partial_overlap,Low
602,P008,Design Review,Meeting,Online Meeting,R&D Center,2025-10-26 10:45,2025-10-26 11:15,2025-10-26 11:00,2025-10-26 11:15,2025-10-26 11:00,2025-10-26 11:15,15.00,containment,Medium
603,P008,Operations Check,Deployment,Cafe,Product Showcase,2025-10-23 11:00,2025-10-23 11:30,2025-10-23 11:22,2025-10-23 11:52,2025-10-23 11:22,2025-10-23 11:30,8.00,partial_overlap,Low
604,P008,Brainstorming,Deployment,Demo Hall,Product Showcase,2025-10-24 12:00,2025-10-24 12:45,2025-10-24 12:14,2025-10-24 12:34,2025-10-24 12:14,2025-10-24 12:34,20.00,containment,Medium
605,P008,Training,Client Visit,Conference Room B,Training Room,2025-10-30 15:30,2025-10-30 16:15,2025-10-30 15:15,2025-10-30 16:15,2025-10-30 15:30,2025-10-30 16:15,45.00,containment,Medium
606,P008,Meeting,Brainstorming,Training Room,Training Room,2025-10-28 16:15,2025-10-28 17:00,2025-10-28 16:32,2025-10-28 17:17,2025-10-28 16:32,2025-10-28 17:00,28.00,partial_overlap,Medium
607,P008,Testing Acceptance,Operations Check,Conference Room A,Remote,2025-11-01 16:45,2025-11-01 17:30,2025-11-01 17:15,2025-11-01 18:00,2025-11-01 17:15,2025-11-01 17:30,15.00,partial_overlap,Medium
608,P008,Meeting,Requirements Analysis,Training Room,Cafe,2025-10-25 10:15,2025-10-25 11:00,2025-10-25 09:42,2025-10-25 10:27,2025-10-25 10:15,2025-10-25 10:27,12.00,partial_overlap,Low
609,P008,Meeting,Testing Acceptance,Training Room,Conference Room A,2025-10-25 10:15,2025-10-25 11:00,2025-10-25 10:01,2025-10-25 10:43,2025-10-25 10:15,2025-10-25 10:43,28.00,partial_overlap,Medium
610,P008,Design Review,Client Visit,Training Room,Office Area 1,2025-10-31 12:45,2025-10-31 13:30,2025-10-31 12:15,2025-10-31 13:00,2025-10-31 12:45,2025-10-31 13:00,15.00,partial_overlap,Medium
611,P008,Team Building,Tech Sharing,Break Room,Conference Room C,2025-10-29 10:30,2025-10-29 11:00,2025-10-29 09:30,2025-10-29 11:00,2025-10-29 10:30,2025-10-29 11:00,30.00,containment,Medium
612,P008,Design Review,Tech Sharing,Test Lab,Remote,2025-10-25 16:15,2025-10-25 17:00,2025-10-25 16:21,2025-10-25 16:56,2025-10-25 16:21,2025-10-25 16:56,35.00,containment,Medium
613,P008,Design Review,Product Demo,Test Lab,Office Area 2,2025-10-25 16:15,2025-10-25 17:00,2025-10-25 16:36,2025-10-25 17:11,2025-10-25 16:36,2025-10-25 17:00,24.00,partial_overlap,Medium
614,P008,Requirements Analysis,Testing Acceptance,Cafe,Conference Room A,2025-10-25 09:42,2025-10-25 10:27,2025-10-25 10:01,2025-10-25 10:43,2025-10-25 10:01,2025-10-25 10:27,26.00,partial_overlap,Medium
615,P008,Tech Sharing,Product Demo,Remote,Office Area 2,2025-10-25 16:21,2025-10-25 16:56,2025-10-25 16:36,2025-10-25 17:11,2025-10-25 16:36,2025-10-25 16:56,20.00,partial_overlap,Medium
616,P008,Operations Check,Client Visit,Test Lab,Break Room,2025-10-30 10:45,2025-10-30 11:15,2025-10-30 10:56,2025-10-30 11:42,2025-10-30 10:56,2025-10-30 11:15,19.00,partial_overlap,Medium
617,P008,Tech Sharing,Client Visit,Office Area 1,Break Room,2025-10-30 11:30,2025-10-30 12:15,2025-10-30 10:56,2025-10-30 11:42,2025-10-30 11:30,2025-10-30 11:42,12.00,partial_overlap,Low
618,P008,Project Discussion,Design Review,Break Room,Office Area 2,2025-10-31 16:00,2025-10-31 17:00,2025-10-31 16:30,2025-10-31 17:09,2025-10-31 16:30,2025-10-31 17:00,30.00,partial_overlap,Medium
619,P008,Design Review,Testing Acceptance,Conference Room C,Remote,2025-11-08 11:15,2025-11-08 12:45,2025-11-08 10:45,2025-11-08 11:30,2025-11-08 11:15,2025-11-08 11:30,15.00,partial_overlap,Medium
620,P008,Operations Check,Brainstorming,Product Showcase,Conference Room B,2025-11-10 16:45,2025-11-10 17:15,2025-11-10 17:01,2025-11-10 17:38,2025-11-10 17:01,2025-11-10 17:15,14.00,partial_overlap,Low
621,P008,Operations Check,Training,Product Showcase,Test Lab,2025-11-10 16:45,2025-11-10 17:15,2025-11-10 16:59,2025-11-10 17:58,2025-11-10 16:59,2025-11-10 17:15,16.00,partial_overlap,Medium
622,P008,Code Review,Team Building,Cafe,R&D Center,2025-11-11 13:30,2025-11-11 14:00,2025-11-11 13:15,2025-11-11 13:45,2025-11-11 13:30,2025-11-11 13:45,15.00,partial_overlap,Medium
623,P008,Team Building,Design Review,Remote,Conference Room C,2025-11-09 10:15,2025-11-09 11:15,2025-11-09 10:15,2025-11-09 11:15,2025-11-09 10:15,2025-11-09 11:15,60.00,containment,High
624,P008,Requirements Analysis,Deployment,Training Room,Training Room,2025-11-08 08:00,2025-11-08 09:00,2025-11-08 08:05,2025-11-08 08:25,2025-11-08 08:05,2025-11-08 08:25,20.00,containment,Medium
625,P008,Meeting,Brainstorming,R&D Center,Office Area 1,2025-11-14 16:30,2025-11-14 17:30,2025-11-14 16:45,2025-11-14 17:15,2025-11-14 16:45,2025-11-14 17:15,30.00,containment,Medium
626,P008,Meeting,Team Building,R&D Center,Conference Room C,2025-11-14 16:30,2025-11-14 17:30,2025-11-14 17:13,2025-11-14 18:02,2025-11-14 17:13,2025-11-14 17:30,17.00,partial_overlap,Medium
627,P008,Meeting,Deployment,R&D Center,Product Showcase,2025-11-14 16:30,2025-11-14 17:30,2025-11-14 17:10,2025-11-14 17:38,2025-11-14 17:10,2025-11-14 17:30,20.00,partial_overlap,Medium
628,P008,Brainstorming,Testing Acceptance,Product Showcase,Remote,2025-11-08 10:15,2025-11-08 11:00,2025-11-08 10:45,2025-11-08 11:30,2025-11-08 10:45,2025-11-08 11:00,15.00,partial_overlap,Medium
629,P008,Client Visit,Brainstorming,Training Room,Conference Room B,2025-11-10 17:15,2025-11-10 18:00,2025-11-10 17:01,2025-11-10 17:38,2025-11-10 17:15,2025-11-10 17:38,23.00,partial_overlap,Medium
630,P008,Client Visit,Training,Training Room,Test Lab,2025-11-10 17:15,2025-11-10 18:00,2025-11-10 16:59,2025-11-10 17:58,2025-11-10 17:15,2025-11-10 17:58,43.00,partial_overlap,Medium
631,P008,Brainstorming,Training,Conference Room B,Test Lab,2025-11-10 17:01,2025-11-10 17:38,2025-11-10 16:59,2025-11-10 17:58,2025-11-10 17:01,2025-11-10 17:38,37.00,containment,Medium
632,P008,Client Visit,Deployment,Conference Room B,Office Area 2,2025-11-19 14:45,2025-11-19 15:15,2025-11-19 14:15,2025-11-19 15:00,2025-11-19 14:45,2025-11-19 15:00,15.00,partial_overlap,Medium
633,P008,Deployment,Requirements Analysis,Product Showcase,Office Area 1,2025-11-15 18:45,2025-11-15 19:30,2025-11-15 18:54,2025-11-15 19:23,2025-11-15 18:54,2025-11-15 19:23,29.00,containment,Medium
634,P008,Deployment,Deployment,Product Showcase,Cafe,2025-11-15 18:45,2025-11-15 19:30,2025-11-15 18:51,2025-11-15 19:31,2025-11-15 18:51,2025-11-15 19:30,39.00,partial_overlap,Medium
635,P008,Brainstorming,Team Building,Office Area 1,Conference Room C,2025-11-14 16:45,2025-11-14 17:15,2025-11-14 17:13,2025-11-14 18:02,2025-11-14 17:13,2025-11-14 17:15,2.00,partial_overlap,Low
636,P008,Brainstorming,Deployment,Office Area 1,Product Showcase,2025-11-14 16:45,2025-11-14 17:15,2025-11-14 17:10,2025-11-14 17:38,2025-11-14 17:10,2025-11-14 17:15,5.00,partial_overlap,Low
637,P008,Deployment,Deployment,Office Area 2,Conference Room A,2025-11-19 14:15,2025-11-19 15:00,2025-11-19 14:15,2025-11-19 14:45,2025-11-19 14:15,2025-11-19 14:45,30.00,containment,Medium
638,P008,Design Review,Product Demo,Product Showcase,R&D Center,2025-11-20 08:00,2025-11-20 08:15,2025-11-20 08:13,2025-11-20 08:34,2025-11-20 08:13,2025-11-20 08:15,2.00,partial_overlap,Low
639,P008,Meeting,Testing Acceptance,Conference Room B,Office Area 1,2025-11-21 14:00,2025-11-21 14:30,2025-11-21 14:19,2025-11-21 14:47,2025-11-21 14:19,2025-11-21 14:30,11.00,partial_overlap,Low
640,P008,Testing Acceptance,Design Review,Training Room,Training Room,2025-11-23 18:30,2025-11-23 19:00,2025-11-23 18:15,2025-11-23 18:45,2025-11-23 18:30,2025-11-23 18:45,15.00,partial_overlap,Medium
641,P008,One-on-One,One-on-One,Product Showcase,Office Area 1,2025-11-22 09:15,2025-11-22 10:00,2025-11-22 09:15,2025-11-22 10:00,2025-11-22 09:15,2025-11-22 10:00,45.00,containment,Medium
642,P008,Brainstorming,Client Visit,Demo Hall,R&D Center,2025-11-19 17:30,2025-11-19 18:00,2025-11-19 17:58,2025-11-19 18:20,2025-11-19 17:58,2025-11-19 18:00,2.00,partial_overlap,Low
643,P008,Team Building,Deployment,Conference Room C,Product Showcase,2025-11-14 17:13,2025-11-14 18:02,2025-11-14 17:10,2025-11-14 17:38,2025-11-14 17:13,2025-11-14 17:38,25.00,partial_overlap,Medium
644,P008,Requirements Analysis,Deployment,Office Area 1,Cafe,2025-11-15 18:54,2025-11-15 19:23,2025-11-15 18:51,2025-11-15 19:31,2025-11-15 18:54,2025-11-15 19:23,29.00,containment,Medium
645,P009,Deployment,Requirements Analysis,Cafe,Break Room,2025-10-11 10:15,2025-10-11 10:45,2025-10-11 10:30,2025-10-11 11:15,2025-10-11 10:30,2025-10-11 10:45,15.00,partial_overlap,Medium
646,P009,Product Demo,Product Demo,Office Area 1,Remote,2025-10-13 13:15,2025-10-13 14:15,2025-10-13 13:30,2025-10-13 14:15,2025-10-13 13:30,2025-10-13 14:15,45.00,containment,Medium
647,P009,Testing Acceptance,Project Discussion,Remote,Product Showcase,2025-10-18 11:45,2025-10-18 12:45,2025-10-18 11:15,2025-10-18 12:00,2025-10-18 11:45,2025-10-18 12:00,15.00,partial_overlap,Medium
648,P009,Training,Brainstorming,Online Meeting,Online Meeting,2025-10-16 18:15,2025-10-16 19:15,2025-10-16 18:45,2025-10-16 19:45,2025-10-16 18:45,2025-10-16 19:15,30.00,partial_overlap,Medium
649,P009,Training,Code Review,Online Meeting,Break Room,2025-10-16 18:15,2025-10-16 19:15,2025-10-16 18:51,2025-10-16 19:23,2025-10-16 18:51,2025-10-16 19:15,24.00,partial_overlap,Medium
650,P009,Product Demo,Brainstorming,Remote,R&D Center,2025-10-21 12:15,2025-10-21 13:15,2025-10-21 12:00,2025-10-21 12:30,2025-10-21 12:15,2025-10-21 12:30,15.00,partial_overlap,Medium
651,P009,Operations Check,Client Visit,Break Room,Conference Room C,2025-10-20 11:45,2025-10-20 12:15,2025-10-20 11:45,2025-10-20 12:30,2025-10-20 11:45,2025-10-20 12:15,30.00,containment,Medium
652,P009,Brainstorming,Code Review,Online Meeting,Break Room,2025-10-16 18:45,2025-10-16 19:45,2025-10-16 18:51,2025-10-16 19:23,2025-10-16 18:51,2025-10-16 19:23,32.00,containment,Medium
653,P009,Brainstorming,Code Review,Online Meeting,Demo Hall,2025-10-16 18:45,2025-10-16 19:45,2025-10-16 19:20,2025-10-16 20:20,2025-10-16 19:20,2025-10-16 19:45,25.00,partial_overlap,Medium
654,P009,Code Review,Code Review,Break Room,Demo Hall,2025-10-16 18:51,2025-10-16 19:23,2025-10-16 19:20,2025-10-16 20:20,2025-10-16 19:20,2025-10-16 19:23,3.00,partial_overlap,Low
