conflict_id,person_id,activity_1,activity_2,start_time_1,end_time_1,start_time_2,end_time_2,overlap_start,overlap_end,overlap_duration_minutes,conflict_type,severity,location_1,location_2
CONF_1047,P067,Project Discussion,Testing Acceptance,2025-11-06 17:00,2025-11-06 18:30,2025-11-06 16:45,2025-11-06 17:45,2025-11-06 17:00,2025-11-06 17:45,45.0,partial overlap,Medium,Office Area 2,Break Room
CONF_1048,P068,Requirements Analysis,Tech Sharing,2025-11-05 08:45,2025-11-05 09:45,2025-11-05 08:00,2025-11-05 09:00,2025-11-05 08:45,2025-11-05 09:00,15.0,partial overlap,Low,Online Meeting,Cafe
CONF_1049,P069,Operations Check,Project Discussion,2025-11-02 16:00,2025-11-02 16:45,2025-11-02 16:30,2025-11-02 17:30,2025-11-02 16:30,2025-11-02 16:45,15.0,partial overlap,Low,Product Showcase,Conference Room B
CONF_1050,P069,Deployment,Training,2025-10-31 09:45,2025-10-31 11:15,2025-10-31 09:52,2025-10-31 10:20,2025-10-31 09:52,2025-10-31 10:20,28.0,full overlap,Low,Conference Room A,Client Reception
CONF_1051,P069,Deployment,Brainstorming,2025-10-31 09:45,2025-10-31 11:15,2025-10-31 10:13,2025-10-31 10:54,2025-10-31 10:13,2025-10-31 10:54,41.0,full overlap,Medium,Conference Room A,Test Lab
CONF_1052,P070,Product Demo,Operations Check,2025-10-31 10:00,2025-10-31 10:45,2025-10-31 10:15,2025-10-31 11:04,2025-10-31 10:15,2025-10-31 10:45,30.0,partial overlap,Medium,Training Room,Product Showcase
CONF_1053,P070,Testing Acceptance,Meeting,2025-11-09 08:15,2025-11-09 09:00,2025-11-09 08:15,2025-11-09 09:15,2025-11-09 08:15,2025-11-09 09:00,45.0,full overlap,Medium,R&D Center,Test Lab
CONF_1054,P070,Testing Acceptance,Requirements Analysis,2025-11-09 08:15,2025-11-09 09:00,2025-11-09 08:28,2025-11-09 09:22,2025-11-09 08:28,2025-11-09 09:00,32.0,partial overlap,Medium,R&D Center,R&D Center
CONF_1055,P071,Brainstorming,Meeting,2025-11-02 11:00,2025-11-02 11:30,2025-11-02 10:15,2025-11-02 11:15,2025-11-02 11:00,2025-11-02 11:15,15.0,partial overlap,Low,Conference Room B,Conference Room C
CONF_1056,P071,Meeting,Deployment,2025-11-02 10:15,2025-11-02 11:15,2025-11-02 09:30,2025-11-02 10:30,2025-11-02 10:15,2025-11-02 10:30,15.0,partial overlap,Low,Conference Room C,Office Area 2
CONF_1057,P071,Meeting,Requirements Analysis,2025-11-05 11:00,2025-11-05 12:00,2025-11-05 11:06,2025-11-05 11:26,2025-11-05 11:06,2025-11-05 11:26,20.0,full overlap,Low,Test Lab,Break Room
CONF_1058,P071,Project Discussion,Brainstorming,2025-11-09 18:00,2025-11-09 19:30,2025-11-09 18:18,2025-11-09 19:15,2025-11-09 18:18,2025-11-09 19:15,57.0,full overlap,Medium,Client Reception,Conference Room C
CONF_1059,P071,Project Discussion,Tech Sharing,2025-11-09 18:00,2025-11-09 19:30,2025-11-09 18:24,2025-11-09 19:10,2025-11-09 18:24,2025-11-09 19:10,46.0,full overlap,Medium,Client Reception,Cafe
CONF_1060,P071,Meeting,Client Visit,2025-11-06 13:15,2025-11-06 13:45,2025-11-06 13:36,2025-11-06 14:07,2025-11-06 13:36,2025-11-06 13:45,9.0,partial overlap,Low,Product Showcase,Conference Room B
CONF_1061,P072,Testing Acceptance,Testing Acceptance,2025-11-01 18:00,2025-11-01 18:45,2025-11-01 18:10,2025-11-01 18:37,2025-11-01 18:10,2025-11-01 18:37,27.0,full overlap,Low,Training Room,Test Lab
CONF_1062,P072,Meeting,Training,2025-10-31 17:15,2025-10-31 17:45,2025-10-31 17:28,2025-10-31 17:59,2025-10-31 17:28,2025-10-31 17:45,17.0,partial overlap,Low,Client Reception,Break Room
CONF_1063,P072,Operations Check,Brainstorming,2025-10-30 14:30,2025-10-30 15:00,2025-10-30 14:39,2025-10-30 15:05,2025-10-30 14:39,2025-10-30 15:00,21.0,partial overlap,Low,Office Area 2,Office Area 1
CONF_1064,P072,Tech Sharing,Operations Check,2025-11-06 18:00,2025-11-06 18:45,2025-11-06 18:08,2025-11-06 18:29,2025-11-06 18:08,2025-11-06 18:29,21.0,full overlap,Low,Office Area 2,Conference Room C
CONF_1065,P072,Team Building,Brainstorming,2025-11-06 12:00,2025-11-06 12:30,2025-11-06 12:27,2025-11-06 12:52,2025-11-06 12:27,2025-11-06 12:30,3.0,partial overlap,Low,Office Area 2,Office Area 2
CONF_1066,P073,Product Demo,Tech Sharing,2025-10-27 09:15,2025-10-27 10:45,2025-10-27 09:24,2025-10-27 09:52,2025-10-27 09:24,2025-10-27 09:52,28.0,full overlap,Low,Remote,Demo Hall
CONF_1067,P073,Client Visit,Code Review,2025-10-31 11:15,2025-10-31 11:45,2025-10-31 11:30,2025-10-31 12:15,2025-10-31 11:30,2025-10-31 11:45,15.0,partial overlap,Low,Office Area 2,Conference Room A
CONF_1068,P073,Product Demo,Training,2025-11-02 11:15,2025-11-02 12:15,2025-11-02 11:32,2025-11-02 12:15,2025-11-02 11:32,2025-11-02 12:15,43.0,full overlap,Medium,Break Room,Cafe
CONF_1069,P073,Deployment,Testing Acceptance,2025-11-04 08:15,2025-11-04 09:00,2025-11-04 08:26,2025-11-04 08:44,2025-11-04 08:26,2025-11-04 08:44,18.0,full overlap,Low,Conference Room B,Training Room
CONF_1070,P073,Meeting,Product Demo,2025-11-03 11:45,2025-11-03 13:15,2025-11-03 12:08,2025-11-03 12:37,2025-11-03 12:08,2025-11-03 12:37,29.0,full overlap,Low,Test Lab,Online Meeting
CONF_1071,P073,Code Review,Requirements Analysis,2025-10-31 11:30,2025-10-31 12:15,2025-10-31 11:50,2025-10-31 12:12,2025-10-31 11:50,2025-10-31 12:12,22.0,full overlap,Low,Conference Room A,Training Room
CONF_1072,P073,Code Review,Testing Acceptance,2025-11-02 14:30,2025-11-02 16:00,2025-11-02 15:00,2025-11-02 15:30,2025-11-02 15:00,2025-11-02 15:30,30.0,full overlap,Medium,Office Area 2,Break Room
CONF_1073,P074,Team Building,Team Building,2025-10-28 13:00,2025-10-28 14:30,2025-10-28 14:15,2025-10-28 14:45,2025-10-28 14:15,2025-10-28 14:30,15.0,partial overlap,Low,R&D Center,Break Room
CONF_1074,P074,Team Building,Requirements Analysis,2025-11-01 09:30,2025-11-01 10:30,2025-11-01 09:15,2025-11-01 10:45,2025-11-01 09:30,2025-11-01 10:30,60.0,full overlap,High,Client Reception,Demo Hall
CONF_1075,P074,Client Visit,Product Demo,2025-11-03 16:45,2025-11-03 17:45,2025-11-03 16:51,2025-11-03 17:34,2025-11-03 16:51,2025-11-03 17:34,43.0,full overlap,Medium,Remote,Remote
CONF_1076,P074,Requirements Analysis,Deployment,2025-11-07 16:15,2025-11-07 17:45,2025-11-07 15:45,2025-11-07 16:30,2025-11-07 16:15,2025-11-07 16:30,15.0,partial overlap,Low,Demo Hall,Demo Hall
CONF_1077,P074,Requirements Analysis,Client Visit,2025-11-07 16:15,2025-11-07 17:45,2025-11-07 15:51,2025-11-07 16:20,2025-11-07 16:15,2025-11-07 16:20,5.0,partial overlap,Low,Demo Hall,R&D Center
CONF_1078,P074,Requirements Analysis,Requirements Analysis,2025-11-08 15:15,2025-11-08 15:45,2025-11-08 15:15,2025-11-08 16:15,2025-11-08 15:15,2025-11-08 15:45,30.0,full overlap,Medium,Test Lab,Demo Hall
CONF_1079,P074,Requirements Analysis,One-on-One,2025-11-08 15:15,2025-11-08 15:45,2025-11-08 15:15,2025-11-08 16:15,2025-11-08 15:15,2025-11-08 15:45,30.0,full overlap,Medium,Test Lab,Training Room
CONF_1080,P074,Requirements Analysis,Meeting,2025-11-08 15:15,2025-11-08 15:45,2025-11-08 15:35,2025-11-08 16:13,2025-11-08 15:35,2025-11-08 15:45,10.0,partial overlap,Low,Test Lab,Online Meeting
CONF_1081,P075,Brainstorming,Design Review,2025-10-30 15:30,2025-10-30 16:15,2025-10-30 15:48,2025-10-30 16:20,2025-10-30 15:48,2025-10-30 16:15,27.0,partial overlap,Low,Client Reception,Training Room
CONF_1082,P075,Client Visit,One-on-One,2025-10-31 17:00,2025-10-31 17:30,2025-10-31 17:07,2025-10-31 17:50,2025-10-31 17:07,2025-10-31 17:30,23.0,partial overlap,Low,R&D Center,Conference Room A
CONF_1083,P075,Product Demo,Client Visit,2025-10-30 18:15,2025-10-30 19:15,2025-10-30 18:30,2025-10-30 19:02,2025-10-30 18:30,2025-10-30 19:02,32.0,full overlap,Medium,Conference Room B,Product Showcase
CONF_1084,P075,Product Demo,Brainstorming,2025-11-05 08:45,2025-11-05 09:15,2025-11-05 08:58,2025-11-05 09:24,2025-11-05 08:58,2025-11-05 09:15,17.0,partial overlap,Low,Office Area 1,Demo Hall
CONF_1085,P075,Training,Team Building,2025-11-08 13:30,2025-11-08 14:30,2025-11-08 13:45,2025-11-08 14:30,2025-11-08 13:45,2025-11-08 14:30,45.0,full overlap,Medium,Cafe,Product Showcase
CONF_1086,P075,Training,Team Building,2025-11-08 13:30,2025-11-08 14:30,2025-11-08 14:11,2025-11-08 14:34,2025-11-08 14:11,2025-11-08 14:30,19.0,partial overlap,Low,Cafe,Remote
CONF_1087,P075,Design Review,Tech Sharing,2025-11-04 14:00,2025-11-04 14:30,2025-11-04 14:14,2025-11-04 15:09,2025-11-04 14:14,2025-11-04 14:30,16.0,partial overlap,Low,Test Lab,Client Reception
CONF_1088,P075,Operations Check,Deployment,2025-11-04 18:30,2025-11-04 19:30,2025-11-04 18:44,2025-11-04 19:35,2025-11-04 18:44,2025-11-04 19:30,46.0,partial overlap,Medium,Demo Hall,Office Area 2
CONF_1089,P076,Client Visit,Requirements Analysis,2025-10-30 17:30,2025-10-30 18:00,2025-10-30 17:46,2025-10-30 18:35,2025-10-30 17:46,2025-10-30 18:00,14.0,partial overlap,Low,Training Room,Conference Room B
CONF_1090,P076,Design Review,Requirements Analysis,2025-11-02 14:30,2025-11-02 16:00,2025-11-02 15:00,2025-11-02 15:45,2025-11-02 15:00,2025-11-02 15:45,45.0,full overlap,Medium,Demo Hall,Office Area 1
CONF_1091,P076,Design Review,Brainstorming,2025-11-02 14:30,2025-11-02 16:00,2025-11-02 15:45,2025-11-02 16:30,2025-11-02 15:45,2025-11-02 16:00,15.0,partial overlap,Low,Demo Hall,Demo Hall
CONF_1092,P076,Client Visit,Deployment,2025-11-07 17:00,2025-11-07 17:30,2025-11-07 16:30,2025-11-07 17:30,2025-11-07 17:00,2025-11-07 17:30,30.0,full overlap,Medium,Product Showcase,Conference Room B
CONF_1093,P077,Requirements Analysis,Requirements Analysis,2025-11-02 14:15,2025-11-02 15:15,2025-11-02 14:32,2025-11-02 14:48,2025-11-02 14:32,2025-11-02 14:48,16.0,full overlap,Low,Demo Hall,Conference Room B
CONF_1094,P077,Training,Requirements Analysis,2025-10-31 09:15,2025-10-31 10:45,2025-10-31 09:30,2025-10-31 10:26,2025-10-31 09:30,2025-10-31 10:26,56.0,full overlap,Medium,Office Area 2,Conference Room A
CONF_1095,P077,Meeting,One-on-One,2025-11-04 14:45,2025-11-04 16:15,2025-11-04 15:30,2025-11-04 16:15,2025-11-04 15:30,2025-11-04 16:15,45.0,full overlap,Medium,Client Reception,Conference Room C
CONF_1096,P077,Tech Sharing,Training,2025-11-08 13:15,2025-11-08 14:45,2025-11-08 13:30,2025-11-08 14:00,2025-11-08 13:30,2025-11-08 14:00,30.0,full overlap,Medium,Test Lab,Conference Room A
CONF_1097,P077,Tech Sharing,Brainstorming,2025-11-08 13:15,2025-11-08 14:45,2025-11-08 14:30,2025-11-08 15:15,2025-11-08 14:30,2025-11-08 14:45,15.0,partial overlap,Low,Test Lab,Test Lab
CONF_1098,P078,Code Review,Operations Check,2025-10-30 10:45,2025-10-30 11:45,2025-10-30 11:30,2025-10-30 12:30,2025-10-30 11:30,2025-10-30 11:45,15.0,partial overlap,Low,Break Room,Break Room
CONF_1099,P078,Code Review,One-on-One,2025-10-30 10:45,2025-10-30 11:45,2025-10-30 11:41,2025-10-30 12:13,2025-10-30 11:41,2025-10-30 11:45,4.0,partial overlap,Low,Break Room,Client Reception
CONF_1100,P078,Operations Check,One-on-One,2025-10-30 11:30,2025-10-30 12:30,2025-10-30 11:41,2025-10-30 12:13,2025-10-30 11:41,2025-10-30 12:13,32.0,full overlap,Medium,Break Room,Client Reception
CONF_1101,P078,Meeting,Design Review,2025-11-08 18:15,2025-11-08 19:45,2025-11-08 18:00,2025-11-08 18:30,2025-11-08 18:15,2025-11-08 18:30,15.0,partial overlap,Low,Training Room,Client Reception
CONF_1102,P078,Operations Check,Team Building,2025-11-01 09:30,2025-11-01 10:15,2025-11-01 09:50,2025-11-01 10:35,2025-11-01 09:50,2025-11-01 10:15,25.0,partial overlap,Low,Cafe,Client Reception
CONF_1103,P078,Operations Check,Deployment,2025-11-01 09:30,2025-11-01 10:15,2025-11-01 09:53,2025-11-01 10:23,2025-11-01 09:53,2025-11-01 10:15,22.0,partial overlap,Low,Cafe,Training Room
CONF_1104,P078,Client Visit,Project Discussion,2025-11-09 11:45,2025-11-09 12:15,2025-11-09 12:00,2025-11-09 12:45,2025-11-09 12:00,2025-11-09 12:15,15.0,partial overlap,Low,R&D Center,Demo Hall
CONF_1105,P078,Client Visit,One-on-One,2025-11-09 11:45,2025-11-09 12:15,2025-11-09 12:09,2025-11-09 12:40,2025-11-09 12:09,2025-11-09 12:15,6.0,partial overlap,Low,R&D Center,Cafe
CONF_1106,P079,Design Review,Design Review,2025-11-05 12:30,2025-11-05 13:15,2025-11-05 12:30,2025-11-05 13:15,2025-11-05 12:30,2025-11-05 13:15,45.0,full overlap,Medium,Office Area 2,Product Showcase
CONF_1107,P079,Brainstorming,Operations Check,2025-11-07 09:00,2025-11-07 10:30,2025-11-07 10:00,2025-11-07 10:30,2025-11-07 10:00,2025-11-07 10:30,30.0,full overlap,Medium,Conference Room B,Office Area 2
CONF_1108,P079,One-on-One,Requirements Analysis,2025-11-06 16:45,2025-11-06 17:15,2025-11-06 16:15,2025-11-06 17:15,2025-11-06 16:45,2025-11-06 17:15,30.0,full overlap,Medium,Break Room,Conference Room C
CONF_1109,P079,One-on-One,Brainstorming,2025-11-06 16:45,2025-11-06 17:15,2025-11-06 16:45,2025-11-06 17:30,2025-11-06 16:45,2025-11-06 17:15,30.0,full overlap,Medium,Break Room,Conference Room A
CONF_1110,P080,Client Visit,Testing Acceptance,2025-11-02 18:15,2025-11-02 19:15,2025-11-02 18:30,2025-11-02 19:00,2025-11-02 18:30,2025-11-02 19:00,30.0,full overlap,Medium,Remote,Conference Room C
CONF_1111,P080,Deployment,Operations Check,2025-11-04 16:45,2025-11-04 17:15,2025-11-04 16:30,2025-11-04 17:30,2025-11-04 16:45,2025-11-04 17:15,30.0,full overlap,Medium,Training Room,Online Meeting
CONF_1112,P080,Code Review,Requirements Analysis,2025-11-07 13:15,2025-11-07 14:15,2025-11-07 14:00,2025-11-07 15:00,2025-11-07 14:00,2025-11-07 14:15,15.0,partial overlap,Low,Conference Room C,Office Area 2
CONF_1113,P080,Brainstorming,Operations Check,2025-11-08 15:15,2025-11-08 16:15,2025-11-08 15:38,2025-11-08 15:55,2025-11-08 15:38,2025-11-08 15:55,17.0,full overlap,Low,Product Showcase,Test Lab
CONF_1114,P080,Brainstorming,Code Review,2025-11-08 15:15,2025-11-08 16:15,2025-11-08 15:45,2025-11-08 16:27,2025-11-08 15:45,2025-11-08 16:15,30.0,partial overlap,Medium,Product Showcase,Remote
CONF_1115,P080,Product Demo,Project Discussion,2025-11-08 17:30,2025-11-08 18:15,2025-11-08 17:45,2025-11-08 18:01,2025-11-08 17:45,2025-11-08 18:01,16.0,full overlap,Low,Office Area 2,R&D Center
CONF_1116,P080,Product Demo,Client Visit,2025-11-08 17:30,2025-11-08 18:15,2025-11-08 18:04,2025-11-08 18:58,2025-11-08 18:04,2025-11-08 18:15,11.0,partial overlap,Low,Office Area 2,Conference Room A
CONF_1117,P080,Product Demo,Client Visit,2025-11-08 17:30,2025-11-08 18:15,2025-11-08 17:30,2025-11-08 18:15,2025-11-08 17:30,2025-11-08 18:15,45.0,full overlap,Medium,Office Area 2,Office Area 1
CONF_1118,P080,Product Demo,Design Review,2025-11-08 17:30,2025-11-08 18:15,2025-11-08 17:50,2025-11-08 18:11,2025-11-08 17:50,2025-11-08 18:11,21.0,full overlap,Low,Office Area 2,Office Area 1
CONF_1119,P081,Code Review,Code Review,2025-11-01 16:30,2025-11-01 17:30,2025-11-01 16:45,2025-11-01 18:15,2025-11-01 16:45,2025-11-01 17:30,45.0,partial overlap,Medium,Online Meeting,Demo Hall
CONF_1120,P081,Code Review,Operations Check,2025-11-01 16:30,2025-11-01 17:30,2025-11-01 16:46,2025-11-01 17:38,2025-11-01 16:46,2025-11-01 17:30,44.0,partial overlap,Medium,Online Meeting,R&D Center
CONF_1121,P081,Meeting,Team Building,2025-11-02 10:00,2025-11-02 11:00,2025-11-02 10:15,2025-11-02 11:00,2025-11-02 10:15,2025-11-02 11:00,45.0,full overlap,Medium,Office Area 2,Remote
CONF_1122,P081,Code Review,Operations Check,2025-11-01 16:45,2025-11-01 18:15,2025-11-01 16:46,2025-11-01 17:38,2025-11-01 16:46,2025-11-01 17:38,52.0,full overlap,Medium,Demo Hall,R&D Center
CONF_1123,P081,Code Review,Project Discussion,2025-11-07 10:15,2025-11-07 11:00,2025-11-07 10:35,2025-11-07 10:58,2025-11-07 10:35,2025-11-07 10:58,23.0,full overlap,Low,Client Reception,Training Room
CONF_1124,P081,Code Review,Training,2025-11-07 10:15,2025-11-07 11:00,2025-11-07 09:45,2025-11-07 10:30,2025-11-07 10:15,2025-11-07 10:30,15.0,partial overlap,Low,Client Reception,Client Reception
CONF_1125,P082,Code Review,Tech Sharing,2025-11-03 11:00,2025-11-03 12:30,2025-11-03 12:15,2025-11-03 13:00,2025-11-03 12:15,2025-11-03 12:30,15.0,partial overlap,Low,Training Room,Office Area 2
CONF_1126,P082,One-on-One,Meeting,2025-10-27 13:15,2025-10-27 14:45,2025-10-27 13:21,2025-10-27 13:49,2025-10-27 13:21,2025-10-27 13:49,28.0,full overlap,Low,Conference Room C,Remote
CONF_1127,P082,Design Review,One-on-One,2025-11-02 16:15,2025-11-02 17:15,2025-11-02 17:00,2025-11-02 18:00,2025-11-02 17:00,2025-11-02 17:15,15.0,partial overlap,Low,Client Reception,Conference Room B
CONF_1128,P082,Design Review,Client Visit,2025-11-02 16:15,2025-11-02 17:15,2025-11-02 16:34,2025-11-02 17:03,2025-11-02 16:34,2025-11-02 17:03,29.0,full overlap,Low,Client Reception,Office Area 2
CONF_1129,P082,Code Review,Project Discussion,2025-11-04 09:30,2025-11-04 10:00,2025-11-04 09:08,2025-11-04 09:45,2025-11-04 09:30,2025-11-04 09:45,15.0,partial overlap,Low,Office Area 2,Remote
CONF_1130,P082,One-on-One,Client Visit,2025-11-02 17:00,2025-11-02 18:00,2025-11-02 16:34,2025-11-02 17:03,2025-11-02 17:00,2025-11-02 17:03,3.0,partial overlap,Low,Conference Room B,Office Area 2
CONF_1131,P082,Training,Testing Acceptance,2025-11-05 14:45,2025-11-05 15:45,2025-11-05 14:56,2025-11-05 15:30,2025-11-05 14:56,2025-11-05 15:30,34.0,full overlap,Medium,Product Showcase,Cafe
CONF_1132,P083,Tech Sharing,Testing Acceptance,2025-11-02 16:00,2025-11-02 17:00,2025-11-02 16:16,2025-11-02 17:15,2025-11-02 16:16,2025-11-02 17:00,44.0,partial overlap,Medium,Conference Room A,Demo Hall
CONF_1133,P083,Product Demo,Project Discussion,2025-11-01 16:15,2025-11-01 17:15,2025-11-01 16:40,2025-11-01 17:25,2025-11-01 16:40,2025-11-01 17:15,35.0,partial overlap,Medium,Cafe,Break Room
CONF_1134,P083,Brainstorming,Tech Sharing,2025-11-04 08:45,2025-11-04 10:15,2025-11-04 08:57,2025-11-04 09:36,2025-11-04 08:57,2025-11-04 09:36,39.0,full overlap,Medium,Product Showcase,Conference Room A
CONF_1135,P084,Training,Operations Check,2025-11-06 12:15,2025-11-06 12:45,2025-11-06 12:30,2025-11-06 13:00,2025-11-06 12:30,2025-11-06 12:45,15.0,partial overlap,Low,Online Meeting,Remote
CONF_1136,P084,Project Discussion,Project Discussion,2025-11-03 11:30,2025-11-03 12:00,2025-11-03 11:38,2025-11-03 12:16,2025-11-03 11:38,2025-11-03 12:00,22.0,partial overlap,Low,Online Meeting,Cafe
CONF_1137,P085,Code Review,Testing Acceptance,2025-11-04 15:00,2025-11-04 16:00,2025-11-04 15:30,2025-11-04 17:00,2025-11-04 15:30,2025-11-04 16:00,30.0,partial overlap,Medium,Office Area 2,Online Meeting
CONF_1138,P085,Code Review,Requirements Analysis,2025-11-04 15:00,2025-11-04 16:00,2025-11-04 15:00,2025-11-04 15:45,2025-11-04 15:00,2025-11-04 15:45,45.0,full overlap,Medium,Office Area 2,Break Room
CONF_1139,P085,Testing Acceptance,Requirements Analysis,2025-11-04 15:30,2025-11-04 17:00,2025-11-04 15:00,2025-11-04 15:45,2025-11-04 15:30,2025-11-04 15:45,15.0,partial overlap,Low,Online Meeting,Break Room
CONF_1140,P085,Project Discussion,Client Visit,2025-11-01 08:00,2025-11-01 08:30,2025-11-01 08:22,2025-11-01 08:50,2025-11-01 08:22,2025-11-01 08:30,8.0,partial overlap,Low,R&D Center,Client Reception
CONF_1141,P085,One-on-One,Meeting,2025-11-09 08:00,2025-11-09 08:45,2025-11-09 08:11,2025-11-09 08:37,2025-11-09 08:11,2025-11-09 08:37,26.0,full overlap,Low,Product Showcase,Break Room
CONF_1142,P086,Client Visit,Deployment,2025-11-02 15:00,2025-11-02 15:45,2025-11-02 14:15,2025-11-02 15:45,2025-11-02 15:00,2025-11-02 15:45,45.0,full overlap,Medium,Online Meeting,Office Area 2
CONF_1143,P086,Meeting,Testing Acceptance,2025-10-30 13:00,2025-10-30 13:45,2025-10-30 12:15,2025-10-30 13:45,2025-10-30 13:00,2025-10-30 13:45,45.0,full overlap,Medium,Online Meeting,Training Room
CONF_1144,P087,Training,Code Review,2025-11-01 12:45,2025-11-01 13:30,2025-11-01 13:04,2025-11-01 13:29,2025-11-01 13:04,2025-11-01 13:29,25.0,full overlap,Low,Training Room,Remote
CONF_1145,P087,Design Review,Requirements Analysis,2025-10-30 09:00,2025-10-30 10:00,2025-10-30 09:11,2025-10-30 10:08,2025-10-30 09:11,2025-10-30 10:00,49.0,partial overlap,Medium,R&D Center,Online Meeting
CONF_1146,P087,Tech Sharing,Project Discussion,2025-11-03 18:30,2025-11-03 20:00,2025-11-03 18:44,2025-11-03 19:31,2025-11-03 18:44,2025-11-03 19:31,47.0,full overlap,Medium,R&D Center,Office Area 2
CONF_1147,P087,Tech Sharing,Design Review,2025-11-03 18:30,2025-11-03 20:00,2025-11-03 18:53,2025-11-03 19:51,2025-11-03 18:53,2025-11-03 19:51,58.0,full overlap,Medium,R&D Center,Online Meeting
CONF_1148,P088,Team Building,Deployment,2025-11-03 12:45,2025-11-03 13:30,2025-11-03 12:30,2025-11-03 13:15,2025-11-03 12:45,2025-11-03 13:15,30.0,partial overlap,Medium,Demo Hall,Test Lab
CONF_1149,P088,Product Demo,Brainstorming,2025-11-03 11:00,2025-11-03 11:45,2025-11-03 10:00,2025-11-03 11:30,2025-11-03 11:00,2025-11-03 11:30,30.0,partial overlap,Medium,Online Meeting,Training Room
CONF_1150,P088,Project Discussion,Tech Sharing,2025-11-01 09:30,2025-11-01 10:00,2025-11-01 09:38,2025-11-01 10:35,2025-11-01 09:38,2025-11-01 10:00,22.0,partial overlap,Low,Office Area 1,Remote
CONF_1151,P088,Project Discussion,Team Building,2025-11-01 09:30,2025-11-01 10:00,2025-11-01 09:56,2025-11-01 10:38,2025-11-01 09:56,2025-11-01 10:00,4.0,partial overlap,Low,Office Area 1,Remote
CONF_1152,P088,Project Discussion,Meeting,2025-11-01 09:30,2025-11-01 10:00,2025-11-01 09:53,2025-11-01 10:28,2025-11-01 09:53,2025-11-01 10:00,7.0,partial overlap,Low,Office Area 1,Break Room
CONF_1153,P088,Testing Acceptance,Design Review,2025-11-07 10:15,2025-11-07 11:45,2025-11-07 09:30,2025-11-07 10:30,2025-11-07 10:15,2025-11-07 10:30,15.0,partial overlap,Low,Remote,Break Room
CONF_1154,P088,Testing Acceptance,Training,2025-11-07 10:15,2025-11-07 11:45,2025-11-07 09:45,2025-11-07 10:45,2025-11-07 10:15,2025-11-07 10:45,30.0,partial overlap,Medium,Remote,Break Room
CONF_1155,P088,Meeting,Meeting,2025-11-08 18:15,2025-11-08 19:15,2025-11-08 18:27,2025-11-08 19:12,2025-11-08 18:27,2025-11-08 19:12,45.0,full overlap,Medium,Client Reception,Conference Room B
CONF_1156,P088,Deployment,Design Review,2025-11-05 09:30,2025-11-05 11:00,2025-11-05 09:47,2025-11-05 10:33,2025-11-05 09:47,2025-11-05 10:33,46.0,full overlap,Medium,Conference Room C,Office Area 2
CONF_1157,P089,Deployment,Product Demo,2025-10-29 11:30,2025-10-29 12:15,2025-10-29 11:15,2025-10-29 11:45,2025-10-29 11:30,2025-10-29 11:45,15.0,partial overlap,Low,Break Room,Conference Room A
CONF_1158,P089,Testing Acceptance,Design Review,2025-11-04 12:15,2025-11-04 13:45,2025-11-04 11:45,2025-11-04 12:30,2025-11-04 12:15,2025-11-04 12:30,15.0,partial overlap,Low,Conference Room A,Test Lab
CONF_1159,P089,Testing Acceptance,Project Discussion,2025-11-04 12:15,2025-11-04 13:45,2025-11-04 12:01,2025-11-04 12:16,2025-11-04 12:15,2025-11-04 12:16,1.0,partial overlap,Low,Conference Room A,Test Lab
CONF_1160,P089,Design Review,Project Discussion,2025-11-04 11:45,2025-11-04 12:30,2025-11-04 12:01,2025-11-04 12:16,2025-11-04 12:01,2025-11-04 12:16,15.0,full overlap,Low,Test Lab,Test Lab
CONF_1161,P090,Team Building,Tech Sharing,2025-11-01 17:15,2025-11-01 18:15,2025-11-01 17:39,2025-11-01 18:10,2025-11-01 17:39,2025-11-01 18:10,31.0,full overlap,Medium,Client Reception,Office Area 1
CONF_1162,P090,Deployment,Client Visit,2025-11-05 16:15,2025-11-05 17:15,2025-11-05 16:38,2025-11-05 17:35,2025-11-05 16:38,2025-11-05 17:15,37.0,partial overlap,Medium,Conference Room C,Client Reception
CONF_1163,P090,Design Review,Deployment,2025-11-04 16:00,2025-11-04 16:45,2025-11-04 16:05,2025-11-04 16:54,2025-11-04 16:05,2025-11-04 16:45,40.0,partial overlap,Medium,Conference Room A,Product Showcase
CONF_1164,P091,Requirements Analysis,Requirements Analysis,2025-10-31 10:45,2025-10-31 11:45,2025-10-31 09:30,2025-10-31 11:00,2025-10-31 10:45,2025-10-31 11:00,15.0,partial overlap,Low,Test Lab,Conference Room A
CONF_1165,P091,Requirements Analysis,Client Visit,2025-10-31 10:45,2025-10-31 11:45,2025-10-31 11:07,2025-10-31 11:58,2025-10-31 11:07,2025-10-31 11:45,38.0,partial overlap,Medium,Test Lab,Demo Hall
CONF_1166,P091,Requirements Analysis,Deployment,2025-10-31 09:30,2025-10-31 11:00,2025-10-31 09:55,2025-10-31 10:42,2025-10-31 09:55,2025-10-31 10:42,47.0,full overlap,Medium,Conference Room A,Conference Room C
CONF_1167,P092,Tech Sharing,Client Visit,2025-10-28 18:15,2025-10-28 19:00,2025-10-28 18:23,2025-10-28 19:06,2025-10-28 18:23,2025-10-28 19:00,37.0,partial overlap,Medium,Test Lab,Demo Hall
CONF_1168,P092,Client Visit,Project Discussion,2025-10-30 08:00,2025-10-30 08:45,2025-10-30 08:00,2025-10-30 08:30,2025-10-30 08:00,2025-10-30 08:30,30.0,full overlap,Medium,Client Reception,Test Lab
